nomDuMusee;adr;cp;ville;telephone1;region;departement;coordonneesFinales
Musée de l'Arche;Rue du 11 novembre;97500;SAINT-PIERRE ET MIQUELON;0508410435;SAINT-PIERRE ET MIQUELON;SAINT-PIERRE ET MIQUELON;46.777283,-56.175795
Musée Municipal;33, Rue des Chapelains;58400;LA CHARITE-SUR-LOIRE;0386703483;BOURGOGNE-FRANCHE-COMTE;NIÈVRE;47.178733,3.015633
Musée Alsacien;1, place Joseph Thierry;67500;HAGUENAU;0388733041;GRAND EST;BAS-RHIN;48.814611,7.789527
Musée du Touquet Paris-Plage;Avenue du Golf;62520;LE TOUQUET-PARIS-PLAGE;0321056262;HAUTS-DE-France;PAS-DE-CALAIS;50.506659,1.602041
Musée des Arts & de l'Enfance;21, Rue Alexandre Legros;76400;FECAMP;0235283199;NORMANDIE;SEINE-MARITIME;49.756174,0.377508
Musée du Vieux Nîmes;Place aux Herbes;30000;NIMES;0466767370;OCCITANIE;GARD;43.838287,4.359586
Musée Pierre de Luxembourg;3, Rue de la République;30400;VILLENEUVE-LES-AVIGNON;0490274966;OCCITANIE;GARD;43.965445,4.796385
Musée Eugénie et Maurice Guérin;Château de Cayla;81140;ANDILLAC;0563339030;OCCITANIE;TARN;44.009953,1.899242
Muséum d'Histoire Naturelle;Parc Saint-Mitre 166 Avenue Jean Monnet;13090;AIX-EN-PROVENCE;0488718181;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.5360221556,5.3983786513
Musée des Beaux-Arts et d'Histoire Naturelle;3, rue Toufaire;28200;CHATEAUDUN;0237455536;CENTRE-VAL DE LOIRE;EURE ET LOIR;48.070792,1.327905
Musée Archéologique du Nivernais (Porte du Croux);Société Nivernaise des Lettres et Sciences et Arts Rue de la Porte du Croux;58000;NEVERS;0386591785;BOURGOGNE-FRANCHE-COMTE;NIÈVRE;46.9644333624,3.17459118159
Musée de la terre ardéchoise;2, Place des Récollets;07000;PRIVAS;0475644369;AUVERGNE-RHÔNE-ALPES;ARDECHE;44.735836,4.594922
Musée Municipal de la Coutellerie;58, Rue de la Coutellerie;63300;THIERS;0473805886;AUVERGNE-RHÔNE-ALPES;PUY DE DÔME;45.852378,3.548141
Château Musées de Blois;Château de Blois;41000;BLOIS;0254903333;CENTRE-VAL DE LOIRE;LOIR ET CHER;47.586086,1.332121
Ecomusée du Val de Bièvre;Ferme de Cottinville 41, rue Maurice Ténine;94260;FRESNES;0141243224;ÎLE-DE-France;VAL DE MARNE;48.7570286866,2.32584996209
Musée Protestant;2, Rue Saint-Michel;17000;LA ROCHELLE;0546508803;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;46.159482,-1.150024
Musée d'Art Moderne - Fonds Peskè;Villa Pams Route de Port-Vendres;66190;COLLIOURE;0468821019;OCCITANIE;PYRENEES ORIENTALES;42.5131451113,3.0728014531
Musée Picasso;Place Mariejol;06600;ANTIBES;0492905420;PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;43.580993,7.127959
Musée Ciotaden;1, Quai Ganteaume;13600;LA CIOTAT;0442714099;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.173755,5.60973
Musée Départemental du Cartonnage et de l'Imprimerie;3, Avenue du Maréchal Foch;84600;VALREAS;0490355875;PROVENCE-ALPES-CÔTE D'AZUR;VAUCLUSE;44.382664,4.987351
Musée du Vêtement Provençal (Jean Aicard);Rue Jules Ferry;83210;SOLLIES-VILLE;0494337202;PROVENCE-ALPES-CÔTE D'AZUR;VAR;43.181669,6.039146
Musée Charles-Louis Philippe;5, Rue Charles-Louis Philippe;03350;CERILLY;0470675200;AUVERGNE-RHÔNE-ALPES;ALLIER;46.617913,2.823245
Musée de l'Hôtel de Ville;1, Place du Marché;37120;RICHELIEU;0247581013;CENTRE-VAL DE LOIRE;INDRE ET LOIRE;47.012694,0.324378
Musée Mathurin Meheut;Place du Martray;22400;LAMBALLE;0296311999;BRETAGNE;COTES D'ARMOR;48.469304,-2.515526
Musée de l'Avallonnais;5, Rue du Collège;89200;AVALLON;0386340319;BOURGOGNE-FRANCHE-COMTE;YONNE;47.486968,3.906795
Musée Buffon;Anciennes Ecuries de Buffon B.P. 90;21506;MONTBARD cedex;0380925042;BOURGOGNE-FRANCHE-COMTE;CÔTE D’OR;
Musée des Arts Décoratifs;34, Rue de la Charité;69002;LYON;0478384200;AUVERGNE-RHÔNE-ALPES;RHÔNE;45.753117,4.831633
Musée Départemental d'Archéologie Précolombienne et de Préhistoire de la Martinique;9, rue de la Liberté;97200;FORT-DE-FRANCE;0596715705;MARTINIQUE;MARTINIQUE;14.60331,-61.068675
Musée Municipal;Hôtel de ville Place Hippolyte Mars B.P. 29;50120;EQUEURDREVILLLE-HAINNEVILLE;0233539665;NORMANDIE;MANCHE;49.6331832109,-1.6338586934
Musée Municipal;Place Henri Dulion;31220;MARTRES-TOLOSANE;0561986641;OCCITANIE;HAUTE-GARONNE;43.1989,1.010796
Musée Campanaire;Place de l'Hôtel de ville;32600;L'ISLE JOURDAIN;0562073001;OCCITANIE;GERS;43.61298,1.081884
Musée des Corbières;Place de la Libération;11130;SIGEAN;0468415989;OCCITANIE;AUDE;43.028712,2.979248
Musée Municipal Georges Borias;Ancien Evêché BP 103;30701;UZES Cedex;0466224023;OCCITANIE;GARD;
Musée des Beaux-Arts Jules Chéret;33, Avenue des Baumettes;06000;NICE;0492152828;PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;43.694886,7.248937
Musée Archéologique d'Istres René Beaucaire;4, Place José Coto;13800;ISTRES;0442112773;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.513772,4.987612
Musée Louis Jourdan;Mairie Place Louis Jourdan;01240;SAINT-PAUL-DE-VARAX;0474425013;AUVERGNE-RHÔNE-ALPES;AIN;46.0916655381,5.14797548998
Musée Départemental Albert Demard;Château de Champlitte;70600;CHAMPLITTE;0384678200;BOURGOGNE-FRANCHE-COMTE;HAUTE-SAONE;47.660554,5.469187
Centre d'Histoire de la Résistance et de la Déportation;14, Avenue Berthelot;69007;LYON;0472739900;AUVERGNE-RHÔNE-ALPES;RHÔNE;45.747037,4.835797
Musée Départemental de la Guerre de 70;11, Rue de Metz;57130;GRAVELOTTE;0387336940;GRAND EST;MOSELLE;49.11368,6.029871
Musée Bartholdi;30, Rue des Marchands;68000;COLMAR;0389419060;GRAND EST;HAUT-RHIN;48.076747,7.357746
Musée des Amis de Thann;24, Rue Saint Thiébaut;68800;THANN;0389385325;GRAND EST;HAUT-RHIN;47.812283,7.101737
Musée Militaire et Erckmann-Chatrian;Hôtel de Ville Place d’Armes;57370;PHALSBOURG;0387244242;GRAND EST;MOSELLE;48.7889855572,7.22238046846
Musée Départemental de Flandre;26 Grand Place  B.P. 38;59670;CASSEL;0359734560;HAUTS-DE-France;NORD;50.8083185635,2.46483503328
Ecomusée Municipal d'Approuague-Kaw;Rue Gaston Monnerville Le Bourg;97390;REGINA;0594370944;GUYANE;GUYANE;3.94089788732,-52.5199751227
Musée du Dessin et de l'Estampe Originale;Château Arsenal Place Charles Valentin;59820;GRAVELINES;0328518100;HAUTS-DE-France;NORD;50.98845491,2.14774710721
Musée d'Art et d'Histoire;12, Rue Saint-Louis;78300;POISSY;0139650606;ÎLE-DE-France;YVELINES;48.930803,2.038693
Musée de l'Abbaye;Parvis de l'Abbatiale Rue des Sangles;50680;CERISY-LA-FORET;0233573463;NORMANDIE;MANCHE;49.1779499072,-1.00945991338
Musée du Protestantisme de la Réforme à la Laïcité;"La Ramade";81260;FERRIERES;0563740549;OCCITANIE;TARN;43.661945,2.448157
Musée Théodore Calbet;15, Rue Jean de Comère;82170;GRISOLLES;0563028306;OCCITANIE;TARN-ET-GARONNE;43.827651,1.294738
Musée Municipal de Souvigny;Place Aristide Briand;03210;SOUVIGNY;0470439975;AUVERGNE-RHÔNE-ALPES;ALLIER;46.534816,3.192487
Musée Municipal de Gannat;Place Rantian;03800;GANNAT;0470902378;AUVERGNE-RHÔNE-ALPES;ALLIER;46.102176,3.196279
Musée Régional d'Ethnologie;211, avenue Kennedy;62400;BETHUNE;0321684074;HAUTS-DE-France;PAS-DE-CALAIS;50.536456,2.648235
CAPC Musée d'Art Contemporain de Bordeaux;Entrepôt 7, Rue Ferrère;33000;BORDEAUX;0556008150;NOUVELLE-AQUITAINE;GIRONDE;44.8579384389,-0.573595011059
Musée Henri Chapu;937, Rue Chapu;77350;LE MEE-SUR-SEINE;0164395273;ÎLE-DE-France;SEINE ET MARNE;48.534859,2.635235
Musée-château Gaston Phébus;Château-Fort de Mauvezin;65130;MAUVEZIN;0562391027;OCCITANIE;HAUTES-PYRENEES;43.116342,0.278587
Musée Baron Martin;6, rue Edmond Pigalle;70100;GRAY;0384656910;BOURGOGNE-FRANCHE-COMTE;HAUTE-SAONE;47.446411,5.592781
Musée archéologique et minéralogique Pierre Borrione;Maison du Tourisme Vallée 1139 Avenue de Tarentaise - B.P. 55;73212;AIME-EN-TARENTAISE Cedex;0479556700;AUVERGNE-RHÔNE-ALPES;SAVOIE;
Musée Rolin;3, rue des Bancs;71400;AUTUN;0385542160;BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;46.945723,4.299216
Musée Réattu;10, Rue du Grand Prieuré;13200;ARLES;0490493758;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.679186,4.627903
Petit Palais, Musée des Beaux-Arts de la ville de Paris;Avenue Winston-Churchill;75008;PARIS;0142651273;ÎLE-DE-France;PARIS;48.86609,2.313763
Musée du Nouveau Monde;10, Rue Fleuriau;17000;LA ROCHELLE;0546414650;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;46.161435,-1.151157
Musée Départemental de la Faïence et des Arts de la table;2378, Route d'Hagetmau;40320;SAMADET;0558791300;NOUVELLE-AQUITAINE;LANDES;43.641006,-0.510832
Musée Paul Valéry;148, Rue François Desnoyer;34200;SETE;0499047616;OCCITANIE;HERAULT;43.395512,3.691204
Musée Municipal Camille Pautet;27, Rue St-Nazaire;84380;MAZAN;0490697501;PROVENCE-ALPES-CÔTE D'AZUR;VAUCLUSE;44.056725,5.127889
Musée du Vieux-Logis de Nice;59, Avenue Saint Barthélémy;06000;NICE;0493844474;PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;43.706469,7.254912
Musée Archéologique - Site de  Cimiez;Site de Cimiez 160, Avenue des Arènes;06000;NICE;0493815957;PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;43.7122279855,7.23752896461
Château de Grignan;Le Château;26230;GRIGNAN;0475918357;AUVERGNE-RHÔNE-ALPES;DRÔME;44.419274,4.90924
Musée-Maison Natale Gustave Courbet;1, Place Robert Fernier;25290;ORNANS;0381622330;BOURGOGNE-FRANCHE-COMTE;DOUBS;47.104874,6.147697
Musée Municipal d'Archéologie;26, rue Baronne Delort;39300;CHAMPAGNOLE;0384530129;BOURGOGNE-FRANCHE-COMTE;JURA;46.74651,5.907547
Musée d'Art et d'Histoire;Cour Francis Renaud Rue des Lycéens Martyrs;22000;SAINT-BRIEUC;0296625520;BRETAGNE;COTES D'ARMOR;48.5146037386,-2.76180979127
Musée de la Carte Postale;Le Quatro 3, Avenue Jean Moulin;56150;BAUD;0297511514;BRETAGNE;MORBIHAN;47.8954786966,-3.01425366823
Maison de l'Archéologie des Vosges du Nord;44, Avenue Foch;67110;NIEDERBRONN-LES-BAINS;0388803637;GRAND EST;BAS-RHIN;48.947443,7.650429
Musée de Zoologie - Aquarium Tropical;34, Rue Sainte-Catherine;54000;NANCY;0383329997;GRAND EST;MEURTHE ET MOSELLE;48.695072,6.188467
Musée de l'Histoire du Fer;1, Avenue du Général de Gaulle B.P. 15;54140;JARVILLE-LA-MALGRANGE;0383152770;GRAND EST;MEURTHE ET MOSELLE;48.6669142212,6.20534540639
Musée Yves Saint Laurent;5, Avenue Marceau;75116;PARIS Cedex 16;0144316400;ÎLE-DE-France;PARIS;48.867895,2.298877
Musée National Jean-Jacques Henner;43, Avenue de Villiers;75017;PARIS;0147636437;ÎLE-DE-France;PARIS;48.883045,2.307689
Musée des Années Trente;Espace Landowski 28, avenue André Morizet;92100;BOULOGNE-BILLANCOURT;0155184642;ÎLE-DE-France;HAUTS DE SEINE;48.8364966292,2.23867632216
Musée Municipal des Beaux-Arts de Limoges - Palais de l'Evêché;1, Place de l'Evêché;87000;LIMOGES;0555459810;NOUVELLE-AQUITAINE;HAUTE VIENNE;45.828784,1.265445
Musée d'Histoire Naturelle et de Préhistoire;13 Bis, Bd Amiral Courbet;30033;NIMES Cedex 9;0466767345;OCCITANIE;GARD;
Maison de l'Eclusier/Parc Naturel Régional de Brière;Rozé Place des Eclusiers;44550;SAINT-MALO DE GUERSAC;0240916031;PAYS DE LA LOIRE;LOIRE-ATLANTIQUE;47.3304711447,-2.15365906277
Musée d'Art et d'Histoire;65, Rue de France;06000;NICE;0493911910;PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;43.695672,7.259251
Musée Ziem;9, Boulevard du 14 Juillet;13500;MARTIGUES;0442413960;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.408336,5.054107
Musée des Beaux-Arts de Marseille;Palais Longchamp Aile gauche;13004;MARSEILLE;0491145930;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.306734414,5.4008326497
Musée Lansyer;1, rue Lansyer;37600;LOCHES;0247594821;CENTRE-VAL DE LOIRE;INDRE ET LOIRE;47.126829,0.997457
Musée des Beaux-Arts;1, rue Fernand Rabier;45000;ORLEANS;0238792155;CENTRE-VAL DE LOIRE;LOIRET;47.903147,1.909903
Musée des Beaux-Arts de Brest;24, Rue Traverse;29200;BREST;0298008797;BRETAGNE;FINISTERE;48.385326,-4.490018
Musée Marcel Proust;4, rue du Docteur Proust;28120;ILLIERS-COMBRAY;0237243097;CENTRE-VAL DE LOIRE;EURE ET LOIR;48.29985,1.243452
Musée des Beaux-Arts;Direction des Affaires culturelles 29, Cloître Notre-Dame;28000;CHARTRES;0237904580;CENTRE-VAL DE LOIRE;EURE ET LOIR;48.4472286537,1.50557775943
Musée des Arts Décoratifs;Hôtel Lallemant 5, Rue de l'Hôtel Lallemant;18000;BOURGES;0248578117;CENTRE-VAL DE LOIRE;CHER;47.0747448585,2.40489595766
Musée de la Céramique;Rue Jean Macé B.P. 107;62240;DESVRES;0321832323;HAUTS-DE-France;PAS-DE-CALAIS;50.6791586942,1.86161910061
Musée Nissim de Camondo (Les Arts Décoratifs);63, Rue de Monceau;75008;PARIS;0153890650;ÎLE-DE-France;PARIS;48.878849,2.312855
Musée du Domaine Départemental de Sceaux;Château de Sceaux;92330;SCEAUX;0141872950;ÎLE-DE-France;HAUTS DE SEINE;48.774707,2.299025
Musée National de Port Royal des Champs;Route des Granges;78114;MAGNY-LES-HAMEAUX;0139307272;ÎLE-DE-France;YVELINES;48.748152,2.015991
Musée Municipal - Collections Paul et André Véra;Espace Paul et André Véra 2, Rue Henri IV;78100;SAINT-GERMAIN-EN-LAYE;0139730264;ÎLE-DE-France;YVELINES;48.9409298615,2.0992045515
Musée de l'Hôtel Dubocage de Bléville;1, Rue Jérôme Bellarmato;76600;LE HAVRE;0235422790;NORMANDIE;SEINE-MARITIME;49.488697,0.114414
Musée d'Histoire et d'Archéologique;Logis Mallet;33330;SAINT-EMILION;0557247209;NOUVELLE-AQUITAINE;GIRONDE;44.8802992664,-0.154465376932
Villa-Musée Jean-Honoré Fragonard;23, Boulevard Fragonard;06130;GRASSE;0493365298;PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;43.65674,6.921089
Musée des Beaux-Arts;9, Rue de la République;83300;DRAGUIGNAN;0498102685;PROVENCE-ALPES-CÔTE D'AZUR;VAR;43.537982,6.464818
Musée Archéologique;Hôtel de Ville;41140;THESEE;0254714020;CENTRE-VAL DE LOIRE;LOIR ET CHER;47.31763,1.323402
Musée du Jouet Pierre Pinel;1, Enclos de l'Abbaye;78300;POISSY;0139650606;ÎLE-DE-France;YVELINES;48.928536,2.03784
Musée du Site Médiéval;;24440;SAINT-AVIT-SENIEUR;0553223227;NOUVELLE-AQUITAINE;DORDOGNE;44.77393,0.815624
Muséum d'Histoire Naturelle;15 Place Pierre Semard;34500;BEZIERS;0467368161;OCCITANIE;HERAULT;43.343271,3.211298
Musée de la Mer;Fort Royal de l'Ile-Sainte-Marguerite;06400;CANNES;0493385526;PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;43.5526938306,7.00247889833
Musée d'Art Sacré;Le Village;26540;MOURS SAINT-EUSEBE;0475029695;AUVERGNE-RHÔNE-ALPES;DRÔME;45.068744,5.056328
Musée de la Lutherie et de l'Archèterie Française;Cours Stanislas;88500;MIRECOURT;0329378159;GRAND EST;VOSGES;48.301314,6.13577
Musée de La Thiérache;Place de l'Hôtel de ville;02140;VERVINS;0323582461;HAUTS-DE-France;AISNE;49.834696,3.907654
La Piscine - Musée d'Art et d'Industrie André Diligent de Roubaix;23, Rue de l'Espérance;59100;ROUBAIX;0320692360;HAUTS-DE-France;NORD;50.693026,3.16791
Musée et Sites archéologiques de Vieux-la-Romaine;13, Chemin Haussé;14930;VIEUX;0231711020;NORMANDIE;CALVADOS;49.105412,-0.431321
Musée des Beaux-Arts;Le Château;14000;CAEN;0231304770;NORMANDIE;CALVADOS;49.162021,-0.345096
Musée Archéologique du Lauragais;Rampe du Presidial B.P. 1100;11491;CASTELNAUDARY Cedex;0468600369;OCCITANIE;AUDE;
Musée Bernadotte;8, Rue Tran;64000;PAU;0559274842;NOUVELLE-AQUITAINE;PYRÉNÉES ATLANTIQUES;43.297209,-0.372526
Musée de Bibracte;Mont Beuvray Col du Rebout;71990;SAINT-LEGER-SOUS BEUVRAY;;BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;46.934539,4.062979
Musée du Vieux Pommiers;Mairie Le Bourg;42260;POMMIERS-EN-FOREZ;0477654063;AUVERGNE-RHÔNE-ALPES;LOIRE;45.8652813058,3.98967950475
Ecomusée du Pays de Montfort;2, Rue du Château;35160;MONTFORT-SUR-MEU;0299093181;BRETAGNE;ILE ET VILAINE;48.137716,-1.956162
Musée International du Long-Cours Cap-Hornier;Tour Solidor Esplanade du Commandant Menguy - B.P. 147;35401;SAINT-MALO CEDEX;0299407116;BRETAGNE;ILE ET VILAINE;
Musée Hôtel Morin;60, Rue Concorde B.P. 247;37402;AMBOISE Cedex;0247234742;CENTRE-VAL DE LOIRE;INDRE ET LOIRE;
Musée Camille Claudel;10, Ri=ue Gustave Flaubert;10400;NOGENT-SUR-SEINE;0325247634;GRAND EST;AUBE;48.494371,3.500954
Musée de l'Œuvre Notre-Dame;3, Place du Château;67000;STRASBOURG;0388525000;GRAND EST;BAS-RHIN;48.58107,7.751247
Musée Gassendi;64, Bd Gassendi;04000;DIGNE-LES-BAINS;0492314529;PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;44.092826,6.235477
Musée d'Art et d'Histoire;Abbaye St-Germain 2 bis, Place Saint-Germain;89000;AUXERRE;0386180550;BOURGOGNE-FRANCHE-COMTE;YONNE;47.8006402501,3.56347649804
Musée d'Art Moderne;14, Place Saint-Pierre;10000;TROYES;0325762680;GRAND EST;AUBE;48.299799,4.080736
Maison du Patrimoine de Hières-sur-Amby;Montée de la Cure;38118;HIERES SUR AMBY;0474951910;AUVERGNE-RHÔNE-ALPES;ISERE;45.797238,5.293984
Musée d'Archéologie Tricastine;Place Castellane;26131;SAINT-PAUL-TROIS-CHATEAUX;0475047419;AUVERGNE-RHÔNE-ALPES;DRÔME;
Musée Mathon-Durand;53, Grande Rue Saint-Pierre;76270;NEUFCHATEL-EN-BRAY;0235930655;NORMANDIE;SEINE-MARITIME;49.733695,1.433507
Musée de l'Ardoise et de la Géologie;"Longchamp";53800;RENAZE;0243064014;PAYS DE LA LOIRE;MAYENNE;47.793467,-1.041358
Musée du Nord de la Vendée;Place de l'Hôtel de ville B.P. 227;85602;MONTAIGU Cedex;0251092121;PAYS DE LA LOIRE;VENDEE;
Muséon Arlaten;29, Rue de la République;13200;ARLES;0490935811;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.676331,4.62752
Ecomusée de Margeride-Haute-Auvergne;La Tour Jardin de Saint-Martin;15320;RUYNES-EN-MARGERIDE;0471234296;AUVERGNE-RHÔNE-ALPES;CANTAL;44.9755512909,3.25916489345
Musée Léon Marès;Château de Montrottier 60, Allée du Château;74330;LOVAGNY;0450462302;AUVERGNE-RHÔNE-ALPES;HAUTE-SAVOIE;45.9569347655,6.04448277364
Musée de la Résistance et de la Déportation;5, Place Carnegie Fargniers;02700;TERGNIER;0323579377;HAUTS-DE-France;AISNE;49.6402663387,3.29629531322
Atelier - Musée du Papier;134, Rue de Bordeaux;16000;ANGOULEME;0545927343;NOUVELLE-AQUITAINE;CHARENTE;45.653356,0.149932
Musée des Beaux-Arts;Rue Cité Foulc;30033;NIMES Cedex 9;0466767191;OCCITANIE;GARD;
Musée Pyrénéen;Château fort;65100;LOURDES;0562423737;OCCITANIE;HAUTES-PYRENEES;43.095689,-0.048488
Musée des tourneurs sur Bois;Place de la Résistance;83630;AIGUINES;0494709917;PROVENCE-ALPES-CÔTE D'AZUR;VAR;43.775313,6.243184
Musée Comtadin-Duplessis;Bibliothèque-musée Inguimbertine 234, Boulevard Albin-Durand;84200;CARPENTRAS;0490630492;PROVENCE-ALPES-CÔTE D'AZUR;VAUCLUSE;44.059163985,5.06111954826
Musée de la Résistance Bretonne;Les Hardys-Behelec;56140;SAINT-MARCEL - MALESTROIT;0297751690;BRETAGNE;MORBIHAN;47.801537,-2.431908
Musée de l'Alta Rocca;Quartier Prato;20170;LEVIE;0495780078;CORSE;CORSE DU SUD;41.70389,9.12555
Musée Historique;2, Rue du Vieux Marché aux Poissons;67000;STRASBOURG;0388525000;GRAND EST;BAS-RHIN;48.580496,7.749675
Musée d'Art et d'Archéologie;Centre Culturel Pierre Mendès France 37, rue des Carmes;15012;AURILLAC Cedex;0471454610;AUVERGNE-RHÔNE-ALPES;CANTAL;
Musée Matheysin;Maison Caral Rue du Colonel Escallon;38350;LA MURE;0476309815;AUVERGNE-RHÔNE-ALPES;ISERE;44.9382346863,5.8349163639
Galerie de Botanique (Muséum National National d'Histoire Naturelle);18 rue Buffon;75005;PARIS;;ÎLE-DE-France;PARIS;48.842024,2.359052
Musée Municipal;60-62, Avenue du Consul Général Nordling;93190;LIVRY-GARGAN;0143887146;ÎLE-DE-France;SEINE SAINT-DENIS;48.91694,2.532418
Musée d'Art et d'Histoire de Lisieux;38, Boulevard Pasteur;14100;LISIEUX;0231620770;NORMANDIE;CALVADOS;49.144581,0.219329
Musée Henri Barré;7, rue Marie de la Tour d'Auvergne;79100;THOUARS;0549663697;NOUVELLE-AQUITAINE;DEUX-SEVRES;46.973531,-0.217936
Musée Municipal;Esplanade Charles de Gaulle;33190;LA REOLE;0556611068;NOUVELLE-AQUITAINE;GIRONDE;44.581128,-0.041074
Musée du Percheron;3, Rue du Portail Saint-Denis;61400;MORTAGNE-AU-PERCHE;0233252587;NORMANDIE;ORNE;48.52186,0.54697
Musée Municipal des Beaux-Arts;Rue Mathieu Lalanne;64000;PAU;0559273302;NOUVELLE-AQUITAINE;PYRÉNÉES ATLANTIQUES;43.297273,-0.364361
Site Archéologique Lattara - Musée Henri Prades de Montpellier Agglomération;390, Avenue de Pérols;34970;LATTES Cédex;0467997720;OCCITANIE;HERAULT;43.566729,3.908384
Musée d'Art et d'Archéologie Hôtel Fouquet;2, Rue Jean Bourré;53200;CHATEAU-GONTIER;0243095598;PAYS DE LA LOIRE;MAYENNE;47.828879,-0.705135
Musée Archéologique;Parvis de la Vieille Eglise;83700;SAINT-RAPHAËL;0494192575;PROVENCE-ALPES-CÔTE D'AZUR;VAR;43.425688,6.769154
Musée Jean-Charles Cazin;84, Grand' Place Foch;62830;SAMER;0321335064;HAUTS-DE-France;PAS-DE-CALAIS;50.63954,1.745547
Château-musée de Nemours;Rue Gautier 1er;77140;NEMOURS;0164282742;ÎLE-DE-France;SEINE ET MARNE;48.265559,2.696199
Musée des Jacobins;4, Place Louis Blanc;32000;AUCH;0562057479;OCCITANIE;GERS;43.647171,0.587482
Musée des Ursulines;5, rue des Ursulines;71000;MACON;0385399038;BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;46.307159,4.832892
Musée Colette;Château;89520;SAINT-SAUVEUR-EN-PUISAYE;0386456195;BOURGOGNE-FRANCHE-COMTE;YONNE;47.617677,3.199325
Musée Lapidaire Saint-Pierre;Place Saint-Pierre;38200;VIENNE;0474852035;AUVERGNE-RHÔNE-ALPES;ISERE;45.523327,4.870902
Musée des Beaux-Arts et d'Archéologie;Place de Miremont;38200;VIENNE;0474787104;AUVERGNE-RHÔNE-ALPES;ISERE;45.524092,4.874677
Musée - Atelier Rodin (Annexe du musée de Paris);19, Avenue Auguste Rodin;92190;MEUDON;0141143500;ÎLE-DE-France;HAUTS DE SEINE;48.813854,2.25249
Musée de l'Hôtel d'Espeyran;6, bis rue Montpelliéret;34000;MONTPELLIER;0467148300;OCCITANIE;HERAULT;43.611156,3.879596
Musée des Beaux-Arts;Avenue Dom-Vayssette;81600;GAILLAC;0563571825;OCCITANIE;TARN;43.894261,1.901851
Musée Municipal;Rue Jean Jaurès;85000;LA ROCHE-SUR-YON;0251474835;PAYS DE LA LOIRE;VENDEE;46.669421,-1.428889
Musée Dauphinois;30, Rue Maurice Gignoux;38031;GRENOBLE Cedex 1;0457588901;AUVERGNE-RHÔNE-ALPES;ISERE;
Musée de Pont-Aven;Place Julia;29930;PONT-AVEN;0298061443;BRETAGNE;FINISTERE;47.855514,-3.747063
Ecomusée du Pays de Rennes;Ferme de la Bintinais Route de Noyal-Châtillon-sur-Seiche;35200;RENNES;0299513815;BRETAGNE;ILE ET VILAINE;48.1116364246,-1.6816378334
Musée Départemental Matisse;Palais Fénelon Place du Commandant Richez;59360;LE CATEAU-CAMBRESIS;0359733800;HAUTS-DE-France;NORD;50.0869230183,3.58161803685
Musée Léon Alègre;24, avenue Paul Langevin;30200;BAGNOLS-SUR-CEZE;0466897400;OCCITANIE;GARD;44.164783,4.62103
Musée Renoir;Chemin des Collettes;06800;CAGNES-SUR-MER;0493206107;PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;43.674267,7.154969
Musée du Château des Ducs de Wurtemberg;B.P. 95287;25205;MONTBELIARD Cedex;0381992261;BOURGOGNE-FRANCHE-COMTE;DOUBS;
Musée Précolombien Edgar Clerc;440 Route de la Rosette;97160;LE MOULE;0590235757;GUADELOUPE;GUADELOUPE;16.34023,-61.382538
Musée Municipal des Emaux et Faïences;Port de France Rue de la Manutention;54400;LONGWY;0382238519;GRAND EST;MEURTHE ET MOSELLE;49.5244232599,5.7294177983
Musée de la Poterie;2, rue de Kuhlendorf;67660;BETSCHDORF;0388544807;GRAND EST;BAS-RHIN;48.900348,7.914409
Musée de la Bataille de Tilly-Sur-Seulles 1944;Chapelle Notre Dame du Val;14250;TILLY-SUR-SEULLES;0231809210;NORMANDIE;CALVADOS;49.175029,-0.628262
Musée Toulouse Lautrec;Palais de la Berbie B.P. 100;81003;ALBI Cedex;0563494870;OCCITANIE;TARN;
Musée Municipal de Guéthary;Parc municipal André Narbaits  117, Avenue du Général de Gaulle;64210;GUETHARY;0559548637;NOUVELLE-AQUITAINE;PYRÉNÉES ATLANTIQUES;43.4226559085,-1.56911488604
Musée des Beaux-Arts de Saint-Denis;8, Rue Chanzy;51100;REIMS;0326353600;GRAND EST;MARNE;49.25323,4.031072
